date,n_active,turn_bps,ret,nav
2024-08-27,1,11834.263318893345,0.004626909839104593,1.0540870556500856
2024-08-28,1,0.0,-0.007632362424484285,1.0460418812144066
2024-08-29,2,10000.0,0.0076532442811946995,1.054047495259701
2024-08-30,2,0.0,0.012427684850783383,1.067146865348546
2024-09-02,1,10000.0,0.020382069903869666,1.0888975273557755
2024-09-03,1,0.0,-0.006054853292229878,1.0823044125773644
2024-09-04,2,10000.0,0.00635411748279872,1.0891815019670326
2024-09-05,2,0.0,0.01891217287626823,1.1097802908258665
2024-09-06,3,6420.088676766314,-0.015897941975243936,1.0921370681570475
2024-09-09,3,0.0,-0.010029452036352637,1.0811835318148435
2024-09-10,4,5467.378190001167,0.0038043696090337992,1.0852967535850677
2024-09-11,4,0.0,-0.0010244339519954737,1.0841849387427047
2024-09-12,6,7273.2250325936575,0.010072386535670452,1.0951052685218734
2024-09-13,7,3936.997990965159,-0.006703716046670629,1.0877639937604897
2024-09-18,7,0.0,0.004905692653315086,1.0931002295932213
2024-09-19,7,0.0,-0.0031129760592999434,1.0896974347480823
2024-09-20,7,103.02420165234416,-0.005390085727593742,1.0838238721576512
2024-09-23,7,0.0,-0.0007254713981743599,1.0830375889377422
2024-09-24,7,262.0732239011165,0.010844958448219527,1.0947830865876318
2024-09-25,7,0.0,-0.006604646020016425,1.0875524318320196
2024-09-26,6,3250.3917332398714,0.005582251498543543,1.0936234230243584
2024-09-27,5,7822.262392901142,-0.010296898333755139,1.0823624938220633
2024-09-30,4,2585.6910946560174,-0.010480548501559907,1.0710187412092917
2024-10-08,9,13891.371023004303,-0.032198081723009135,1.0365339922529606
2024-10-09,12,3576.109802374052,0.022007768917384804,1.059345792829478
2024-10-10,13,3619.1218069853403,0.0017518876310256043,1.061201647620915
2024-10-11,13,163.6907208662769,0.023291075988349,1.0859181758346148
2024-10-14,11,1652.0180119597494,-0.005764246021967346,1.079658676309378
2024-10-15,12,1787.0498529913082,0.0023800560186869944,1.082228324440056
2024-10-16,13,2045.363226761902,-0.0008323198217325974,1.081327564353984
2024-10-17,14,902.9620738139122,0.006278572429344029,1.0881167577866264
2024-10-18,13,859.3091336388718,-0.009699484321142107,1.077562586354903
2024-10-21,13,207.94697347587504,-0.013728321275120813,1.0627694609753728
2024-10-22,12,1479.1693086633957,-0.000215735860864,1.0625401834908093
2024-10-23,12,0.0,-0.004948196699630314,1.0572825256616354
2024-10-24,11,218.94803809719878,0.0017426122371446042,1.0591249591289726
2024-10-25,11,104.57089825641516,-0.0026278353037243675,1.0563417531703179
2024-10-28,10,1399.3109460150615,-0.00838658825785094,1.0474826498269019
2024-10-29,10,0.0,-0.003085699095531247,1.0442504335617464
2024-10-30,9,724.8016693286474,-0.004356777360839177,1.0397008669137582
2024-10-31,8,3173.272965178794,0.010184080124060012,1.0502892638474626
2024-11-01,8,4673.53545588419,-0.012595516884843136,1.0370603276907024
2024-11-04,8,252.0067845023516,-0.00024372231647812583,1.0368075729453101
2024-11-05,6,5726.536544055527,-0.01569296870523379,1.0205369841497298
2024-11-06,6,0.0,-0.004492884909908179,1.0159518289336402
2024-11-07,6,234.03601453562433,0.00599844591240174,1.0220459610291044
2024-11-08,6,0.0,0.00041171105791071305,1.022466748652953
2024-11-11,6,5125.50891306631,-0.012574946901608111,1.0096092835799824
2024-11-12,6,0.0,0.006721298278923538,1.0163951687200938
2024-11-13,5,5219.950723101516,0.010577679427141159,1.0271462709861099
2024-11-14,5,0.0,0.01704049555302034,1.04464935244915
2024-11-15,3,7053.35251256356,0.014442073206026109,1.0597362548718485
2024-11-18,3,0.0,0.02578568747740273,1.0870622827484473
2024-11-19,3,0.0,-0.004458254447827659,1.0822158824913184
2024-11-20,2,6480.157620083614,-0.01142990393739014,1.0698462589149247
2024-11-21,2,0.0,-0.012621799451479343,1.056342873990985
2024-11-22,0,0.0,0.0,1.056342873990985
2024-11-25,0,0.0,0.0,1.056342873990985
2024-11-26,0,0.0,0.0,1.056342873990985
2024-11-27,0,0.0,0.0,1.056342873990985
2024-11-28,0,0.0,0.0,1.056342873990985
2024-11-29,1,10000.0,-0.0072971739730402635,1.0486345562642914
2024-12-02,1,0.0,0.03384924424691449,1.084130043485036
2024-12-03,1,0.0,-0.006947076973092936,1.076598508624103
2024-12-04,1,0.0,-0.0010998809320749148,1.075414378452967
2024-12-05,1,0.0,-0.009656311658841843,1.0650298420522255
2024-12-06,1,0.0,0.0037469390413356063,1.0690204439475985
2024-12-09,1,0.0,0.0042095185218331554,1.0735205053066144
2024-12-10,0,0.0,0.0,1.0735205053066144
2024-12-11,0,0.0,0.0,1.0735205053066144
2024-12-12,0,0.0,0.0,1.0735205053066144
2024-12-13,0,0.0,0.0,1.0735205053066144
2024-12-16,0,0.0,0.0,1.0735205053066144
2024-12-17,0,0.0,0.0,1.0735205053066144
2024-12-18,0,0.0,0.0,1.0735205053066144
2024-12-19,0,0.0,0.0,1.0735205053066144
2024-12-20,0,0.0,0.0,1.0735205053066144
2024-12-23,0,0.0,0.0,1.0735205053066144
2024-12-24,0,0.0,0.0,1.0735205053066144
2024-12-25,0,0.0,0.0,1.0735205053066144
2024-12-26,0,0.0,0.0,1.0735205053066144
2024-12-27,0,0.0,0.0,1.0735205053066144
2024-12-30,1,10000.0,-0.011661441516464685,1.0610017087172556
2024-12-31,1,0.0,0.0772019166495932,1.1429130741987212
2025-01-02,1,0.0,-0.014732817127414144,1.1260747448840207
2025-01-03,1,0.0,0.039577097166915154,1.1706415144795048
2025-01-06,1,0.0,0.022217331447741184,1.1966500450131816
2025-01-07,0,0.0,0.0,1.1966500450131816
2025-01-08,0,0.0,0.0,1.1966500450131816
2025-01-09,0,0.0,0.0,1.1966500450131816
2025-01-10,0,0.0,0.0,1.1966500450131816
2025-01-13,0,0.0,0.0,1.1966500450131816
2025-01-14,0,0.0,0.0,1.1966500450131816
2025-01-15,0,0.0,0.0,1.1966500450131816
2025-01-16,0,0.0,0.0,1.1966500450131816
2025-01-17,0,0.0,0.0,1.1966500450131816
2025-01-20,0,0.0,0.0,1.1966500450131816
2025-01-21,0,0.0,0.0,1.1966500450131816
2025-01-22,0,0.0,0.0,1.1966500450131816
2025-01-23,0,0.0,0.0,1.1966500450131816
2025-01-24,0,0.0,0.0,1.1966500450131816
2025-01-27,0,0.0,0.0,1.1966500450131816
2025-02-05,0,0.0,0.0,1.1966500450131816
2025-02-06,0,0.0,0.0,1.1966500450131816
2025-02-07,1,10000.0,0.007975046796982703,1.2061933851217732
2025-02-10,1,0.0,-0.005504725744552408,1.1995536213417846
2025-02-11,2,10000.0,0.017173383201190617,1.220154015351463
2025-02-12,2,0.0,-0.00461150039257352,1.2145272746306695
2025-02-13,2,0.0,-0.024568974971181046,1.184687584418452
2025-02-14,2,0.0,-0.0034321548517873834,1.1806215531777378
2025-02-17,3,7405.28868045641,-0.0065288817232458315,1.1729134146971256
2025-02-18,3,0.0,0.020754328546394918,1.1972564450622236
2025-02-19,4,8913.740280942277,-0.009373000720111319,1.1860345595404975
2025-02-20,4,0.0,0.000389000309649834,1.1864959273514142
2025-02-21,4,0.0,0.011653374180197407,1.2003226083561205
2025-02-24,4,7639.419479130468,-0.0001231770223765285,1.2001747561913318
2025-02-25,3,1746.111814420116,0.0005826361400732806,1.2008740213786926
2025-02-26,3,0.0,0.009593213285292501,1.2123942619945454
2025-02-27,3,0.0,0.0041720741479089885,1.217452460752086
2025-02-28,3,0.0,-0.0008781732343663418,1.2163833265869402
2025-03-03,2,8458.734483092738,-0.005119725359432005,1.2101557780230228
2025-03-04,2,0.0,0.008795675623612054,1.2207999157005531
2025-03-05,2,0.0,0.004934879384124846,1.2268244160366852
2025-03-06,2,0.0,-0.00248183045755368,1.2237796458348948
2025-03-07,2,12440.306719176442,-0.007673950051335568,1.2143884219589167
2025-03-10,2,0.0,-0.014903964368359834,1.1962892201886923
2025-03-11,2,0.0,-0.0010182140212625646,1.195071141731211
2025-03-12,2,0.0,0.004242006807579468,1.2001406416499765
2025-03-13,2,0.0,-0.007725519847687767,1.1908689313028928
2025-03-14,1,10000.0,0.005046827730928887,1.1968790416492938
2025-03-17,1,0.0,0.030263571831173675,1.2331008764994735
2025-03-18,1,0.0,0.0011201996777328027,1.2344821957039402
2025-03-19,1,0.0,-0.006419938210773801,1.2265568962852205
2025-03-20,1,0.0,0.00020795519880190128,1.2268119651684293
2025-03-21,1,0.0,0.0001427717032740361,1.2269871192022934
2025-03-24,1,0.0,-0.012341167412116993,1.2118446657517068
2025-03-25,1,0.0,0.009871098315633153,1.2238069035906174
2025-03-26,1,0.0,-0.0026850866772654136,1.2205208759782409
2025-03-27,2,10000.0,0.019088940618172758,1.2438193265030297
2025-03-28,2,0.0,0.0021907821390916293,1.2465442636677895
2025-03-31,2,0.0,0.007729798307504421,1.256179799407318
2025-04-01,3,7534.978450862867,0.007484276237273745,1.2655813960297655
2025-04-02,4,7973.846148002674,0.01181059096433871,1.2805286602303498
2025-04-03,5,2482.3294065493583,-0.00556382015583183,1.27340402906044
2025-04-07,7,6107.706065315503,0.008181559730574342,1.283822460185352
2025-04-08,14,9700.024947551614,0.000302533156414834,1.2842108590465082
2025-04-09,14,108.04956573694902,-7.207783498426299e-05,1.2841182959081248
2025-04-10,13,398.16880463122243,0.0006693767594724571,1.2849778548518191
2025-04-11,12,1234.7984807234302,-0.0011584837480789665,1.283489228890332
2025-04-14,12,119.17945675658817,-0.00643421202837112,1.275230987055521
2025-04-15,10,3303.0601197616484,0.007272367948131981,1.2845049360122482
2025-04-16,10,0.0,0.0032360168135654455,1.2886616155822916
2025-04-17,10,0.0,-0.002624613153016764,1.2852793773562465
2025-04-18,9,5681.695854671918,0.014093948978417445,1.3033940393237178
2025-04-21,8,1403.4161711517067,0.0027045379799374475,1.306919118005893
2025-04-22,7,2056.1720601482093,0.006426920806587373,1.315318583677932
2025-04-23,5,6773.162176392986,0.00402063006713732,1.320606993123332
2025-04-24,4,3100.5841765295695,-0.0024011805753784555,1.3174359772637354
2025-04-25,4,0.0,-0.003962688251797353,1.3122153891941373
2025-04-28,4,0.0,0.00262767815736753,1.3156634689100843
2025-04-29,4,0.0,0.012481356866548055,1.3320847341818316
2025-04-30,3,4415.443350365372,0.005408596763982693,1.3392894433644782
2025-05-06,3,0.0,0.011235837831202522,1.354337482359163
2025-05-07,3,0.0,3.648854699767057e-05,1.3543869001660387
2025-05-08,2,8383.498876491107,0.006039375161323545,1.3625665507697233
2025-05-09,1,10000.0,0.002119177363565111,1.3654540709604657
2025-05-12,0,0.0,0.0,1.3654540709604657
2025-05-13,0,0.0,0.0,1.3654540709604657
2025-05-14,0,0.0,0.0,1.3654540709604657
2025-05-15,0,0.0,0.0,1.3654540709604657
2025-05-16,0,0.0,0.0,1.3654540709604657
2025-05-19,0,0.0,0.0,1.3654540709604657
2025-05-20,0,0.0,0.0,1.3654540709604657
2025-05-21,0,0.0,0.0,1.3654540709604657
2025-05-22,0,0.0,0.0,1.3654540709604657
2025-05-23,0,0.0,0.0,1.3654540709604657
2025-05-26,0,0.0,0.0,1.3654540709604657
2025-05-27,0,0.0,0.0,1.3654540709604657
2025-05-28,0,0.0,0.0,1.3654540709604657
2025-05-29,0,0.0,0.0,1.3654540709604657
2025-05-30,0,0.0,0.0,1.3654540709604657
2025-06-03,1,10000.0,-0.013930245075310281,1.3464329611129062
2025-06-04,2,10358.939618357246,0.0005867534437017691,1.347222985289553
2025-06-05,2,108.37673610084641,-0.02151685653791751,1.3182349815904928
2025-06-06,3,5922.771396143992,0.027705157105671282,1.354756888857649
2025-06-09,4,5847.4614652597165,0.012609511177004182,1.371839710989823
2025-06-10,4,0.0,0.011532557058110404,1.387660530731395
2025-06-11,5,5233.541169602003,0.003755655347705191,1.3928721054244357
2025-06-12,5,0.0,0.0020302344407105988,1.3956999623443735
2025-06-13,4,2186.9782971199375,0.008798999211810423,1.4079807252129657
2025-06-16,5,3960.069768057252,-0.0004983556253804467,1.4072790500981285
2025-06-17,5,115.30090121186166,0.0064083302987324705,1.4162973590736438
2025-06-18,5,0.0,0.0009209861718972867,1.4176017493566453
2025-06-19,3,9543.549105353475,0.0182933452273459,1.443534427552516
2025-06-20,2,6613.500991371849,0.007023263603847715,1.4536727503584466
2025-06-23,1,9946.834324705183,0.005756827161393232,1.4620412931314872
2025-06-24,1,0.0,0.007232420683950469,1.4726153908207211
2025-06-25,2,10000.0,-0.014894812957028816,1.4506810600168047
2025-06-26,2,0.0,0.0013820816323453222,1.4526860196642453
2025-06-27,3,7267.476252724226,-0.014298364031672528,1.4319149861313645
2025-06-30,4,5886.611773597375,0.0029508747507013735,1.4361403879090906
2025-07-01,4,0.0,0.011353556010674337,1.452445688242408
2025-07-02,4,109.46042731599826,0.010250864905265878,1.467334512774817
2025-07-03,4,0.0,0.0014560777744465625,1.4694710659465469
2025-07-04,4,109.51008278034219,-0.007088322236004165,1.4590549815146332
2025-07-07,4,106.70247835825153,-0.004290529318693001,1.4527948633388597
2025-07-08,4,0.0,-0.006204655667798709,1.4437807714558955
2025-07-09,5,6747.389294119148,-0.0020208324881412017,1.4408631323671839
2025-07-10,5,0.0,-0.005365823189446783,1.433131715558709
2025-07-11,6,5234.5725801340295,-0.00010496493554893642,1.4329812869805525
2025-07-14,6,0.0,0.010997739487412339,1.4487408418651015
2025-07-15,5,1917.7806224833332,0.0025244149352177028,1.4523980648835657
2025-07-16,5,0.0,-0.005577155182685645,1.4442978154886776
2025-07-17,5,104.43003404396543,-0.008929326611616549,1.431401208569735
2025-07-18,5,0.0,-0.004403110140955957,1.425098591392505
2025-07-21,5,273.88309298691223,-0.0018676291538962928,1.4224370357160439
2025-07-22,5,3951.695662156698,-0.008118493817218292,1.410888989436201
2025-07-23,6,5463.961271984766,0.011619517308264183,1.4272828384689944
2025-07-24,4,4773.007820119297,0.00598958398930368,1.435831668906496
2025-07-25,4,0.0,0.003176932841754132,1.4403932096906757
2025-07-28,4,101.55167582334951,-0.0006229319835824327,1.4394959426914244
2025-07-29,5,1445.889101564621,0.0018960043180922654,1.4422252332146437
2025-07-30,3,8610.949065913232,0.006109106508951679,1.4510359407742495
2025-07-31,3,4201.220157154947,0.0021673634527459872,1.4541808630409043
2025-08-01,3,0.0,0.006953608155716884,1.464292666950033
2025-08-04,3,0.0,-0.01385492105640418,1.4440050076459687
2025-08-05,2,10194.55862217073,-0.002918234718785391,1.4397910620985563
2025-08-06,2,0.0,-0.04614247650407499,1.3733555368448964
2025-08-07,2,0.0,0.00702517914007883,1.383003605514251
2025-08-08,2,0.0,0.05072040483199847,1.4531501082700473
2025-08-11,2,0.0,-0.01001688820895763,1.4385940660846717
2025-08-12,1,20000.0,-0.003019825145037863,1.434249763550407
2025-08-13,1,0.0,-0.0014359828176100375,1.4321902055337874
2025-08-14,1,0.0,-0.07065458241091183,1.3309994046287996
2025-08-15,1,0.0,-0.06183310087502558,1.2486995841777881
2025-08-18,2,20000.0,-0.0583012666552059,1.1758988167483944
2025-08-19,2,0.0,-0.029823796936703117,1.1408290492195807
2025-08-20,2,0.0,-0.013669317785678148,1.1252346944066651
2025-08-21,2,0.0,0.07568636956650132,1.2103996233365772
2025-08-22,1,0.0,-0.010058784245185803,1.1982244746749804
2025-08-25,1,0.0,-0.031062583969918123,1.1610045263155777
2025-08-26,1,0.0,0.006838677892276213,1.1689442623025246
2025-08-27,1,0.0,0.0018462928146372182,1.171102475694725
2025-08-28,1,0.0,-0.008524111829355419,1.161119867228268
2025-08-29,2,10000.0,-0.0073939813917129685,1.152534568536434
2025-09-01,2,0.0,0.007660130142067567,1.1613631333246548
2025-09-02,4,11359.645479398,-0.005742766358289921,1.1546936961928398
2025-09-03,4,0.0,0.0014014109923710105,1.156311896631506
2025-09-04,5,6462.5940199488,0.026965228056051626,1.1874921106281002
2025-09-05,6,3848.2883914163017,-0.026183038370504598,1.1563999591308531
2025-09-08,5,950.4865792105462,-0.004072527350373964,1.1516904886693213
2025-09-09,6,7137.164779866777,-0.0002939956114401093,1.1513518967199152
2025-09-10,6,0.0,0.0022301564034754584,1.1539195915250389
2025-09-11,6,123.89781894112495,-0.006102549642819671,1.1468777399339352
2025-09-12,6,112.47150592133492,-0.006602799464134734,1.1393051362072713
2025-09-15,6,460.0941211896059,0.0016770826150768142,1.141215845044472
2025-09-16,6,254.28162774126835,0.0014145691550227352,1.142830173778095
2025-09-17,6,143.3269905529913,-0.003117117804202667,1.1392678374962313
2025-09-18,7,8734.697932206012,0.005251834254735199,1.145251083350512
2025-09-19,6,3062.513228328261,0.0060816832589839775,1.1522161376914581
2025-09-22,7,1475.5759582644262,0.00033341987401987736,1.152600309450931
2025-09-23,8,2886.827618386808,-0.0015540754826164507,1.150809081568757
2025-09-24,8,0.0,0.0004405399219664652,1.1513160589117497
2025-09-25,6,10455.461794865258,-0.006266142151106476,1.144101748825757
2025-09-26,6,0.0,0.006616862430062875,1.1516721127037313
2025-09-29,5,2397.781868344467,-0.008076457217553294,1.1423706821568302
2025-09-30,4,2697.3791834598787,0.008221760522816894,1.1517629803338107
